عروض الاسعار تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود العرض";"التاريخ";"الوقت";"كود الصنف";"المخزن";"الصنف";"البيان";"الوحدة";"الكمية";"تم";"المطلوب";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fname";"fdet";"funit";"fquntity";"fbouns";"fqtow";"fpr_s";"gtot"
"True";"";" ";"ابراهيم الضويني ";"46";"16/05/2026 12:00:00 ص";"16/05/2026 04:28:19 م";;"محل 1";"سلك 3 ملي شعر السمكه";"";"لفه";"4.0000";"0.0000";"4.0000";"2600.0000";"10400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"16/05/2026 12:00:00 ص";"16/05/2026 04:28:19 م";;"محل 1";"سلك 4 ملي شعر السمكه";"";"لفه";"4.0000";"0.0000";"4.0000";"3400.0000";"13600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"16/05/2026 12:00:00 ص";"16/05/2026 04:28:19 م";;"محل 1";"سلك 10 ملي شعر السمكه";"";"لفه";"1.0000";"0.0000";"1.0000";"8250.0000";"8250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"16/05/2026 12:00:00 ص";"16/05/2026 04:28:19 م";;"محل 1";"سلك 2 ملي شعر السمكه";"";"لفه";"2.0000";"0.0000";"2.0000";"1700.0000";"3400.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";"OR-3120";"محل 1";"شاسيه سانشي اورجينال";"";"ك";"16.0000";"0.0000";"16.0000";"12.0000";"192.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"لوحه (6-9 )خط داخل الحائط اناره";"";"ك";"1.0000";"0.0000";"1.0000";"425.0000";"425.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";"OR-1101";"محل 1";"لقمه مفتاح مفرد سانشي اورجينال";"";"ك";"20.0000";"0.0000";"20.0000";"18.0000";"360.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";"OR-1114";"محل 1";"لقمه بريزه (امريكي ) سانشي اورجينال";"";"ك";"20.0000";"0.0000";"20.0000";"18.0000";"360.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"سلك 1.5 ملي شعر السمكه";"";"لفه ";"2.0000";"0.0000";"2.0000";"1345.0000";"2690.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"سلك 4 ملي شعر السمكه";"";"لفه";"2.0000";"0.0000";"2.0000";"3420.0000";"6840.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"اسبوت 6+6 زجاجي 3 لون جرين لايت";"";"ك";"4.0000";"0.0000";"4.0000";"38.0000";"152.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"بواط 20*25 بالغطاء ابو العز";"";"قطعه";"1.0000";"0.0000";"1.0000";"35.0000";"35.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"علبه ماجيك مجوز ابو العز";"";"قطعه";"5.0000";"0.0000";"5.0000";"10.0000";"50.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"قاطع اتوماتيك 63 امبير 3ك شنيدر";"";"ك";"1.0000";"0.0000";"1.0000";"225.0000";"225.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"قاطع اتوماتيك 32 امبير 3ك شنيدر";"";"قطعه";"8.0000";"0.0000";"8.0000";"190.0000";"1520.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"لوحه 2خط خارج الحائط الوسام";"";"قطعه";"1.0000";"0.0000";"1.0000";"25.0000";"25.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"سداده سانشي اورجينال";"";"ك";"30.0000";"0.0000";"30.0000";"7.0000";"210.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"كشاف 24 وات خارج ابيض جرين لايت";"";"ك";"7.0000";"0.0000";"7.0000";"150.0000";"1050.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"شريط لحام 10 يارده (ص) انرجي";"";"ك";"2.0000";"0.0000";"2.0000";"15.0000";"30.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"سلك 2 ملي شعر السمكه";"";"لفه";"2.0000";"0.0000";"2.0000";"1750.0000";"3500.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"لقمه زر جرس باللمبه سانشي اورجينال";"";"ك";"1.0000";"0.0000";"1.0000";"41.0000";"41.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"جرس عصفور خارج هيرو";"";"ك";"1.0000";"0.0000";"1.0000";"55.0000";"55.0000000000000"
"True";"";" ";"يوسف محمود";"47";"18/05/2026 12:00:00 ص";"18/05/2026 05:34:55 م";;"محل 1";"وش  بالإطار  سانشي  ";"";"ك";"16.0000";"0.0000";"16.0000";"15.0000";"240.0000000000000"
"True";"";" ";"يوسف محمود";"48";"18/05/2026 12:00:00 ص";"18/05/2026 10:08:47 م";;"محل 1";"سينسور حركه 12 فولت اسود (MW)";"";"ك";"6.0000";"0.0000";"6.0000";"150.0000";"900.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";"OR-1101";"محل 1";"لقمه مفتاح مفرد سانشي اورجينال";"";"ك";"30.0000";"0.0000";"30.0000";"18.0000";"540.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";"OR-1114";"محل 1";"لقمه بريزه (امريكي ) سانشي اورجينال";"";"ك";"50.0000";"0.0000";"50.0000";"18.0000";"900.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"لقمه بريزه دش(مدخل/مخرج) سانشي اورجينال";"";"ك";"4.0000";"0.0000";"4.0000";"45.0000";"180.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"لقمه مفتاح باللمبه (ماتور) سانشي اورجينال";"";"ك";"1.0000";"0.0000";"1.0000";"35.0000";"35.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"لقمه زر جرس باللمبه سانشي اورجينال";"";"ك";"2.0000";"0.0000";"2.0000";"40.0000";"80.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";"OR-3120";"محل 1";"شاسيه سانشي اورجينال";"";"ك";"55.0000";"0.0000";"55.0000";"12.0000";"660.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"كشاف 36 وات خارج ابيض فوكسي";"";"ك";"5.0000";"0.0000";"5.0000";"300.0000";"1500.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"دوايه ديكور برو اناره";"";"قطعه";"20.0000";"0.0000";"20.0000";"20.0000";"400.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"لمبه ليد 15 وات ابيض ترند ضمان 2 عام";"";"ك";"20.0000";"0.0000";"20.0000";"50.0000";"1000.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"قاطع اتوماتيك 16 امبير اورجينال";"";"قطعه";"6.0000";"0.0000";"6.0000";"100.0000";"600.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"شريط لحام 20 يارده (ك) انرجي";"";"ك";"2.0000";"0.0000";"2.0000";"25.0000";"50.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"مسمار سن صاج مقاسات";"";"ك";"0.5000";"0.0000";"0.5000";"120.0000";"60.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"كيس فيشر بالمسمار انرجي";"";"ك";"1.0000";"0.0000";"1.0000";"30.0000";"30.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"جرس عصفور داخل الحائط هيرو";"";"ك";"1.0000";"0.0000";"1.0000";"55.0000";"55.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"سداده سانشي الدوليه";"";"ك";"70.0000";"0.0000";"70.0000";"5.0000";"350.0000000000000"
"True";"";" ";"يوسف محمود";"49";"19/05/2026 12:00:00 ص";"19/05/2026 08:38:55 م";;"محل 1";"وش  بالإطار  سانشي  ";"";"ك";"55.0000";"0.0000";"55.0000";"17.0000";"935.0000000000000"
"True";;;;;;;;;"الاجمالى";;;"6112.7810";;;;"402880.9107"
