التحويلات بين المخازن تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود التحويل";"التاريخ";"الوقت";"كود الصنف";"من مخزن";"الى المخزن";"الصنف";"الوحدة";"الكمية";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fstorto";"fname";"funit";"fquntity";"fpr_s";"gtot"
"True";"";" ";"مدير الشركه مصطفي";"1";"10/01/2026 12:00:00 ص";"10/01/2026 04:32:11 م";;"محل 1";"محل 2";"سلك ترمو 1 مم المهندس";"لفه ";"1.0000";"770.0000";"770.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"2";"27/01/2026 12:00:00 ص";"27/01/2026 01:01:39 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"8.0000";"87.0000";"696.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"2";"27/01/2026 12:00:00 ص";"27/01/2026 01:01:39 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"1.0000";"87.0000";"87.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"2";"27/01/2026 12:00:00 ص";"27/01/2026 01:01:39 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"1.0000";"87.0000";"87.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"2";"27/01/2026 12:00:00 ص";"27/01/2026 01:01:39 م";;"المخزن ";"محل 2";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"50.0000";"89.9400";"4497.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"2";"27/01/2026 12:00:00 ص";"27/01/2026 01:01:39 م";;"المخزن ";"محل 2";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"3";"27/01/2026 12:00:00 ص";"27/01/2026 02:32:39 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"1.0000";"90.0000";"90.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"4";"27/01/2026 12:00:00 ص";"27/01/2026 02:33:20 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"1.0000";"90.0000";"90.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"5";"27/01/2026 12:00:00 ص";"27/01/2026 02:40:15 م";;"محل 2";"محل 1";"بكرة ليد 220 فولت 120 لمبه ورم هوم لايت";"متر ";"44.5000";"27.0000";"1201.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"6";"27/01/2026 12:00:00 ص";"27/01/2026 06:21:13 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"40.0000";"7.5000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"6";"27/01/2026 12:00:00 ص";"27/01/2026 06:21:13 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"5.0000";"90.0000";"450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"6";"27/01/2026 12:00:00 ص";"27/01/2026 06:21:13 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"3.0000";"90.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"7";"27/01/2026 12:00:00 ص";"27/01/2026 06:41:21 م";;"المخزن ";"محل 1";"مفتاح كمثرى R.S";"ك";"1000.0000";"8.9950";"8995.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"8";"27/01/2026 12:00:00 ص";"27/01/2026 09:27:30 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"50.0000";"90.0000";"4500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"9";"27/01/2026 12:00:00 ص";"27/01/2026 09:33:35 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"2.0000";"90.0000";"180.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"27/01/2026 12:00:00 ص";"27/01/2026 10:49:41 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"10";"27/01/2026 12:00:00 ص";"27/01/2026 10:49:41 م";;"المخزن ";"محل 1";"مفتاح كمثرى R.S";"ك";"104.0000";"9.0000";"936.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"11";"28/01/2026 12:00:00 ص";"28/01/2026 05:35:37 م";;"محل 1";"المخزن ";"لمبه ليد 40 وات ابيض جرين لايت ضمان عام";"ك";"15.0000";"60.0000";"900.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"12";"31/01/2026 12:00:00 ص";"31/01/2026 03:54:41 م";;"المخزن ";"محل 2";"بكره ليد 120 ورم R.S";"ك";"25.0000";"62.5000";"1562.5000000000000"
"True";"";" ";"مدير الشركه مصطفي";"13";"31/01/2026 12:00:00 ص";"31/01/2026 03:56:20 م";;"محل 1";"المخزن ";"لمبه كاثه 5 وات 3 لون ويل ماكس ضمان 4 سنوات";"ك";"150.0000";"42.0000";"6300.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"14";"31/01/2026 12:00:00 ص";"31/01/2026 10:52:40 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"20.0000";"68.0000";"1360.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"15";"31/01/2026 12:00:00 ص";"31/01/2026 11:51:00 م";;"محل 2";"محل 1";"مشترك بسلك 5م احمال خفيفه 3 A";"قطعه";"1.0000";"52.0000";"52.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"16";"01/02/2026 12:00:00 ص";"01/02/2026 03:52:49 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"78.0000";"90.0000";"7020.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"16";"01/02/2026 12:00:00 ص";"01/02/2026 03:52:49 م";;"المخزن ";"محل 1";"سينسور حركه 220 فولت (R.S)";"ك";"50.0000";"95.0000";"4750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"16";"01/02/2026 12:00:00 ص";"01/02/2026 03:52:49 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم (RS)";"ك";"200.0000";"37.0000";"7400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"17";"02/02/2026 12:00:00 ص";"02/02/2026 02:11:26 م";;"المخزن ";"محل 1";"فيشه دكر جلد جوميرا 16A";"ك";"12.0000";"16.8333";"201.9996000000000"
"True";"";" ";"ابراهيم الضويني ";"17";"02/02/2026 12:00:00 ص";"02/02/2026 02:11:26 م";;"محل 2";"محل 1";"اب داون 2وات اسود  بلاستيك جرين لايت";"ك";"30.0000";"25.0000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"17";"02/02/2026 12:00:00 ص";"02/02/2026 02:11:26 م";;"محل 2";"محل 1";"مشترك بسلك 5م 3+mk نيو فيرجن ضمان عام";"قطعه";"1.0000";"85.0000";"85.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"18";"02/02/2026 12:00:00 ص";"02/02/2026 05:47:11 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"10.0000";"68.1000";"681.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"19";"02/02/2026 12:00:00 ص";"02/02/2026 05:52:47 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"10.0000";"68.6000";"686.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"20";"02/02/2026 12:00:00 ص";"02/02/2026 06:11:10 م";;"محل 1";"محل 2";"لمبه ديسكو Neon";"ك";"5.0000";"31.0000";"155.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"21";"03/02/2026 12:00:00 ص";"03/02/2026 03:13:59 م";;"المخزن ";"محل 1";"بكره ليد 120 ورم R.S";"ك";"75.0000";"62.5000";"4687.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"22";"03/02/2026 12:00:00 ص";"03/02/2026 11:27:16 م";;"محل 1";"محل 2";"بكره ليد 240 ورم ستريب";"ك";"5.0000";"95.0000";"475.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"04/02/2026 12:00:00 ص";"04/02/2026 12:12:49 ص";;"المخزن ";"محل 1";"سينسور حركه 220 فولت (R.S)";"ك";"150.0000";"95.0000";"14250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"04/02/2026 12:00:00 ص";"04/02/2026 11:04:38 م";;"المخزن ";"محل 2";"بكره ليد 60 ورم (RS)";"ك";"40.0000";"37.0000";"1480.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"04/02/2026 12:00:00 ص";"04/02/2026 11:04:38 م";;"محل 2";"محل 1";"محول سوبر سليم 12 فولت 24 وات 2امبير هوم لايت";"ك";"2.0000";"70.0000";"140.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"04/02/2026 12:00:00 ص";"04/02/2026 11:04:38 م";;"محل 2";"محل 1";"محول سوبر سليم 12 فولت 24 وات 2 امبير";"ك";"23.0000";"50.0000";"1150.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"25";"04/02/2026 12:00:00 ص";"04/02/2026 11:45:04 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"50.0000";"90.0000";"4500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"26";"05/02/2026 12:00:00 ص";"05/02/2026 01:57:06 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"50.0000";"90.0000";"4500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"27";"05/02/2026 12:00:00 ص";"05/02/2026 05:52:13 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"50.0000";"90.0000";"4500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"28";"06/02/2026 12:00:00 ص";"06/02/2026 12:15:04 ص";;"المخزن ";"محل 2";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"10.0000";"21.5000";"215.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"28";"06/02/2026 12:00:00 ص";"06/02/2026 12:15:04 ص";;"محل 1";"محل 2";"فيشه دكر كاوتش بونو";"ك";"100.0000";"7.7000";"770.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"28";"06/02/2026 12:00:00 ص";"06/02/2026 12:15:04 ص";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"50.0000";"21.5000";"1075.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"29";"08/02/2026 12:00:00 ص";"08/02/2026 10:25:37 ص";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"34.0000";"90.0000";"3060.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"30";"08/02/2026 12:00:00 ص";"08/02/2026 11:35:42 ص";;"المخزن ";"محل 1";"بروفايل 1*1 سم داخل";"ك";"1.0000";"88.0000";"88.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"31";"08/02/2026 12:00:00 ص";"08/02/2026 11:37:31 ص";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"2.0000";"517.5000";"1035.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"08/02/2026 12:00:00 ص";"08/02/2026 03:33:12 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"200.0000";"7.5000";"1500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"34";"09/02/2026 12:00:00 ص";"09/02/2026 12:03:44 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"24.0000";"21.5000";"516.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"35";"09/02/2026 12:00:00 ص";"09/02/2026 12:05:04 م";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ورم R.S";"ك";"50.0000";"35.0000";"1750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"36";"09/02/2026 12:00:00 ص";"09/02/2026 12:20:23 م";;"المخزن ";"محل 1";"بكرة ليد 120 ورم هوم لايت";"ك";"100.0000";"70.0000";"7000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"37";"09/02/2026 12:00:00 ص";"09/02/2026 02:45:35 م";;"المخزن ";"محل 1";"ابليك (بيضاوي) (A-12) اسود";"ك";"20.0000";"235.5000";"4710.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"38";"09/02/2026 12:00:00 ص";"09/02/2026 02:49:22 م";;"المخزن ";"محل 1";"بروفايل 1.7 خارج ثقيل هوم لايت";"ك";"6.0000";"85.0000";"510.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"38";"09/02/2026 12:00:00 ص";"09/02/2026 02:49:22 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"2.0000";"517.5000";"1035.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"39";"09/02/2026 12:00:00 ص";"09/02/2026 04:21:37 م";;"محل 1";"محل 2";"لمبه ليد 40 وات ابيض جرين لايت ضمان عام";"ك";"15.0000";"60.0000";"900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"10/02/2026 12:00:00 ص";"10/02/2026 12:53:57 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"2.0000";"517.5000";"1035.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"41";"10/02/2026 12:00:00 ص";"10/02/2026 03:50:55 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"20.0000";"21.5000";"430.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"42";"10/02/2026 12:00:00 ص";"10/02/2026 09:14:49 م";;"محل 2";"محل 1";"اب داون 2وات اسود  بلاستيك جرين لايت";"ك";"15.0000";"25.0000";"375.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"43";"11/02/2026 12:00:00 ص";"11/02/2026 12:55:03 ص";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"10.0000";"69.0000";"690.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"44";"11/02/2026 12:00:00 ص";"11/02/2026 03:39:38 م";;"محل 1";"المخزن ";"سلك 4 ملي شعر السمكه";"لفه";"2.0000";"2565.0000";"5130.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"44";"11/02/2026 12:00:00 ص";"11/02/2026 03:39:38 م";;"محل 1";"المخزن ";"سلك 2 ملي شعر السمكه";"لفه";"1.0000";"1315.0000";"1315.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"45";"11/02/2026 12:00:00 ص";"11/02/2026 03:57:07 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"2.0000";"517.5000";"1035.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"11/02/2026 12:00:00 ص";"11/02/2026 04:46:20 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"60.0000";"90.0000";"5400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"11/02/2026 12:00:00 ص";"11/02/2026 04:46:20 م";"kle-22";"المخزن ";"محل 1";"اب داون 2 وات اسود معدن المدهش";"ك";"20.0000";"58.0000";"1160.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"11/02/2026 12:00:00 ص";"11/02/2026 04:46:20 م";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ورم R.S";"ك";"40.0000";"35.0000";"1400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"48";"11/02/2026 12:00:00 ص";"11/02/2026 10:48:59 م";;"محل 1";"محل 2";"كشاف 36 وات داخل ابيض Z ضمان 30 شهر";"ك";"1.0000";"185.2500";"185.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"48";"11/02/2026 12:00:00 ص";"11/02/2026 10:48:59 م";"OR-3120";"محل 1";"محل 2";"شاسيه سانشي اورجينال";"ك";"52.0000";"7.5000";"390.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"48";"11/02/2026 12:00:00 ص";"11/02/2026 10:48:59 م";;"محل 1";"محل 2";"لقمه بريزه بولو";"ك";"20.0000";"13.0000";"260.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"49";"12/02/2026 12:00:00 ص";"12/02/2026 12:57:53 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"10.0000";"517.5000";"5175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"50";"12/02/2026 12:00:00 ص";"12/02/2026 03:16:29 م";;"المخزن ";"محل 1";"بكره ليد نيون";"لفه";"1.0000";"21.6000";"21.6000000000000"
"True";"";" ";"يوسف محمود";"51";"12/02/2026 12:00:00 ص";"12/02/2026 03:55:07 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"15.0000";"205.0000";"3075.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"52";"12/02/2026 12:00:00 ص";"12/02/2026 07:47:04 م";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"10.0000";"100.0000";"1000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"53";"12/02/2026 12:00:00 ص";"12/02/2026 10:34:42 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"35.0000";"90.0000";"3150.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"53";"12/02/2026 12:00:00 ص";"12/02/2026 10:34:42 م";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"20.0000";"98.4615";"1969.2300000000000"
"True";"";" ";"ابراهيم الضويني ";"53";"12/02/2026 12:00:00 ص";"12/02/2026 10:34:42 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"4.0000";"205.0000";"820.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"53";"12/02/2026 12:00:00 ص";"12/02/2026 10:34:42 م";;"المخزن ";"محل 1";"دايره ريموت 2 خط بلاستيك هوم لايت";"ك";"35.0000";"90.0000";"3150.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"بكره ليد 60 ورم (RS)";"ك";"50.0000";"37.0000";"1850.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"بكره ليد 60 ورم هوم لايت";"ك";"100.0000";"40.0000";"4000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"7.0000";"205.0000";"1435.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"30.0000";"69.0000";"2070.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"40.0000";"90.0000";"3600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"30.0000";"21.5000";"645.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"محل 1";"محل 2";"بروفايل 1.7 سم خارج وسط جديد";"ك";"50.0000";"61.0000";"3050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"محل 1";"محل 2";"محول لاب 12 فولت 2 امبير استيراد";"ك";"65.0000";"46.0000";"2990.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"12/02/2026 12:00:00 ص";"12/02/2026 10:52:55 م";;"المخزن ";"محل 2";"بروفايل 1*1 سم داخل";"ك";"10.0000";"88.0000";"880.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"المخزن ";"محل 1";"كشاف واجهه 50 وات ابيض جرين لايت";"ك";"5.0000";"240.0000";"1200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"محل 1";"المخزن ";"لمبه ليد 15 وات ابيض فوكسي ضمان 2عام";"ك";"75.0000";"45.0100";"3375.7500000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"محل 1";"المخزن ";"لمبه ليد 12 وات ابيض فوكسي ضمان 2 عام";"ك";"26.0000";"32.5000";"845.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"المخزن ";"محل 1";"كشاف 36 وات داخل ابيض جرين لايت";"ك";"10.0000";"130.0000";"1300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"المخزن ";"محل 1";"كشاف 24 وات خارج ابيض جرين لايت";"ك";"5.0000";"110.0000";"550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"محل 1";"المخزن ";"كشاف 36 وات خارج 3 لون Z ضمان 30 شهر";"ك";"10.0000";"235.0000";"2350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"محل 1";"المخزن ";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"8.0000";"69.0000";"552.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"15/02/2026 12:00:00 ص";"15/02/2026 11:36:08 ص";;"المخزن ";"محل 1";"اب داون 2وات اسود  بلاستيك جرين لايت";"ك";"23.0000";"24.7826";"569.9998000000000"
"True";"";" ";"ابراهيم الضويني ";"56";"15/02/2026 12:00:00 ص";"15/02/2026 12:18:41 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"56";"15/02/2026 12:00:00 ص";"15/02/2026 12:18:41 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"5.0000";"205.0000";"1025.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"57";"15/02/2026 12:00:00 ص";"15/02/2026 01:02:32 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"50.0000";"40.0000";"2000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"57";"15/02/2026 12:00:00 ص";"15/02/2026 01:02:32 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"5.0000";"205.0000";"1025.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"58";"15/02/2026 12:00:00 ص";"15/02/2026 01:20:07 م";;"المخزن ";"محل 1";"مشترك خماسي 6A (فئة ثانيه)";"ك";"48.0000";"5.5833";"267.9984000000000"
"True";"";" ";"ابراهيم الضويني ";"59";"15/02/2026 12:00:00 ص";"15/02/2026 01:44:59 م";;"المخزن ";"محل 1";"محول علبه 12 فولت 2 امبير هوم لايت";"ك";"10.0000";"30.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"60";"15/02/2026 12:00:00 ص";"15/02/2026 01:58:04 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"3.0000";"205.0000";"615.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"60";"15/02/2026 12:00:00 ص";"15/02/2026 01:58:04 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"2.0000";"205.0000";"410.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"1.0000";"21.5000";"21.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"المخزن ";"محل 1";"محول سوبر سليم 12 فولت 24 وات 2امبير هوم لايت";"ك";"30.0000";"70.0000";"2100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"6.0000";"69.0000";"414.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"المخزن ";"محل 1";"لمبه ديسكو Neon";"ك";"15.0000";"30.5000";"457.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"200.0000";"40.0000";"8000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";"OR-1114";"المخزن ";"محل 1";"لقمه بريزه (امريكي ) سانشي اورجينال";"ك";"92.0000";"13.1500";"1209.8000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"محل 1";"المخزن ";"فيشه دكر كاوتش بونو";"ك";"900.0000";"7.7000";"6930.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"محل 1";"المخزن ";"فيشه نتايه كاوتش بونو";"ك";"400.0000";"7.7000";"3080.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"5.0000";"40.0000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"62";"18/02/2026 12:00:00 ص";"18/02/2026 01:45:44 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"4.0000";"69.0000";"276.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"62";"18/02/2026 12:00:00 ص";"18/02/2026 01:45:44 م";;"محل 1";"المخزن ";"جاك دكر ليد";"ك";"300.0000";"1.9000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"62";"18/02/2026 12:00:00 ص";"18/02/2026 01:45:44 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"41.0000";"21.5000";"881.5000000000000"
