التحويلات بين المخازن تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود التحويل";"التاريخ";"الوقت";"كود الصنف";"من مخزن";"الى المخزن";"الصنف";"الوحدة";"الكمية";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fstorto";"fname";"funit";"fquntity";"fpr_s";"gtot"
"True";"";" ";"ابراهيم الضويني ";"239";"18/04/2026 12:00:00 ص";"18/04/2026 11:33:28 ص";;"المخزن ";"محل 1";"لمبه كاثه 6 وات ورم الماسه";"ك";"80.0000";"20.0000";"1600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 ملي فئة ثانيه";"لفه";"7.0000";"240.0000";"1680.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"50.0000";"40.0000";"2000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"بكرة ليد 120 ورم هوم لايت";"ك";"50.0000";"67.5000";"3375.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"46.0000";"22.7174";"1045.0004000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"فيشه دكر كاوتش فئة ثانيه";"ك";"100.0000";"4.4000";"440.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"محول لاب 12 فولت 2 امبير استيراد";"ك";"100.0000";"53.8400";"5384.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"2.0000";"135.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"بكره ليد 60 ابيض الماسه";"ك";"30.0000";"37.0000";"1110.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"1.0000";"285.0000";"285.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"ابليك 35 R.S";"ك";"1.0000";"360.0000";"360.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"ابليك ( a-4) (حلزوني كبير) اسود";"ك";"1.0000";"280.0000";"280.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"ابليك 31 اسود هوم لايت";"ك";"2.0000";"378.0000";"756.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"240";"18/04/2026 12:00:00 ص";"18/04/2026 02:28:12 م";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ورم R.S";"ك";"20.0000";"43.5000";"870.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"241";"18/04/2026 12:00:00 ص";"18/04/2026 04:26:36 م";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض المصري ضمان 3 عام";"ك";"5.0000";"140.0000";"700.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"242";"18/04/2026 12:00:00 ص";"18/04/2026 04:42:21 م";;"المخزن ";"محل 1";"لمبه ليد 30 وات ابيض المصري ضمان 3عام";"ك";"7.0000";"94.2857";"659.9999000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"ابليك (بيضاوي) (A-12) اسود";"ك";"2.0000";"245.0000";"490.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"دايره ريموت 2 خط بلاستيك هوم لايت";"ك";"25.0000";"90.0000";"2250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"1.0000";"100.0000";"100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"محل 1";"محل 2";"فيشه MK 16A  Ilock";"ك";"20.0000";"28.6250";"572.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"محل 1";"محل 2";"وش بيضاوي (مفرد-ثنائي -ثلاثي فتحه)";"ك";"20.0000";"6.0000";"120.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"محل 1";"محل 2";"لمبه ليد 120 سم 24 وات ترند";"ك";"5.0000";"53.0600";"265.3000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"ابليك s043 اسود(سوسته) هوم لايت";"ك";"6.0000";"280.0000";"1680.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"500.0000";"1.9448";"972.4000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"200.0000";"7.5000";"1500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"15.0000";"115.0000";"1725.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"دايره ريموت 1 خط بلاستيك هوم لايت";"ك";"30.0000";"90.0000";"2700.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"دايره ريموت 3 خط بلاستيك Gunsa";"ك";"20.0000";"95.0000";"1900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"51.0000";"105.0000";"5355.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"سينسور حركه 220 فولت (R.S)";"ك";"100.0000";"95.0000";"9500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم خارج مشرشر";"ك";"50.0000";"92.0000";"4600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"بكرة ليد 120 ورم هوم لايت";"ك";"50.0000";"67.5000";"3375.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"دايره ريموت 2 خط بلاستيك KR";"ك";"20.0000";"100.0000";"2000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"77.0000";"3850.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"مسدس شمع 110 وات ابيض";"ك";"5.0000";"350.0000";"1750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"ابليك 3 ماسوره نيون اسود";"ك";"4.0000";"325.0000";"1300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"243";"18/04/2026 12:00:00 ص";"18/04/2026 06:33:38 م";;"المخزن ";"محل 1";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"50.0000";"25.0000";"1250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"244";"19/04/2026 12:00:00 ص";"19/04/2026 04:13:52 م";;"المخزن ";"محل 1";"ابليك مجدول نيون اسود";"ك";"2.0000";"350.0000";"700.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"245";"19/04/2026 12:00:00 ص";"19/04/2026 04:39:12 م";;"المخزن ";"محل 1";"ابليك (8) (A-8) اسود";"ك";"1.0000";"245.0000";"245.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"246";"19/04/2026 12:00:00 ص";"19/04/2026 07:35:36 م";;"محل 1";"المخزن ";"ابليك مجدول نيون اسود";"ك";"1.0000";"350.0000";"350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"247";"19/04/2026 12:00:00 ص";"19/04/2026 07:28:28 م";;"المخزن ";"محل 2";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"77.0000";"3850.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"247";"19/04/2026 12:00:00 ص";"19/04/2026 07:28:28 م";;"المخزن ";"محل 1";"اسبوت 7+7 وات 3لون تريند";"ك";"20.0000";"28.5000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"248";"19/04/2026 12:00:00 ص";"19/04/2026 09:26:56 م";;"المخزن ";"محل 1";"اب داون A 94 لايت داي";"ك";"2.0000";"150.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"اب داون A 94 لايت داي";"ك";"1.0000";"150.0000";"150.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"10.0000";"100.0000";"1000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"ابليك (قاعدتين) بالكورة الزجاجيه اسود";"ك";"2.0000";"320.0000";"640.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"2.0000";"70.0000";"140.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"6.0000";"135.0000";"810.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"لمبه كاثه 6 وات 3 لون تريند";"ك";"25.0000";"19.5000";"487.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"اسبوت مدور ابيض سيلفيا";"ك";"14.0000";"12.5000";"175.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"المخزن ";"محل 1";"كشاف 36 وات خارج ابيض فورلايت";"ك";"10.0000";"107.0000";"1070.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"249";"20/04/2026 12:00:00 ص";"20/04/2026 03:47:50 م";;"محل 1";"المخزن ";"علبه ماجيك خارج فور لايت";"قطعه";"119.0000";"0.0429";"5.1051000000000"
"True";"";" ";"ابراهيم الضويني ";"250";"20/04/2026 12:00:00 ص";"20/04/2026 04:40:46 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"6.0000";"135.0000";"810.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"251";"20/04/2026 12:00:00 ص";"20/04/2026 06:42:38 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"9.0000";"70.0000";"630.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"251";"20/04/2026 12:00:00 ص";"20/04/2026 06:42:38 م";;"المخزن ";"محل 1";"ابليك (حرف L ) (A-37) اسود";"ك";"2.0000";"245.0000";"490.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"251";"20/04/2026 12:00:00 ص";"20/04/2026 06:42:38 م";"OR-3120";"المخزن ";"محل 1";"شاسيه سانشي اورجينال";"ك";"78.0000";"7.5000";"585.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"251";"20/04/2026 12:00:00 ص";"20/04/2026 06:42:38 م";;"المخزن ";"محل 1";"ابليك (بيضاوي) (A-12) اسود";"ك";"1.0000";"245.0000";"245.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"252";"20/04/2026 12:00:00 ص";"20/04/2026 08:27:45 م";;"المخزن ";"محل 1";"خرطوم  سوسته 13مم وسط ابو العز";"لفه";"1.0000";"29.7000";"29.7000000000000"
"True";"";" ";"ابراهيم الضويني ";"252";"20/04/2026 12:00:00 ص";"20/04/2026 08:27:45 م";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ابيض افرست";"ك";"20.0000";"38.0000";"760.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"252";"20/04/2026 12:00:00 ص";"20/04/2026 08:27:45 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"252";"20/04/2026 12:00:00 ص";"20/04/2026 08:27:45 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"5.0000";"205.0000";"1025.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"252";"20/04/2026 12:00:00 ص";"20/04/2026 08:27:45 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"77.0000";"3850.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"252";"20/04/2026 12:00:00 ص";"20/04/2026 08:27:45 م";;"المخزن ";"محل 2";"اسبوت بلاستيك 7+7 3 لون فولت";"ك";"30.0000";"15.0000";"450.0000000000000"
"True";"";" ";"يوسف محمود";"253";"20/04/2026 12:00:00 ص";"20/04/2026 10:57:48 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"2.0000";"285.0000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"254";"20/04/2026 12:00:00 ص";"20/04/2026 11:46:15 م";;"المخزن ";"محل 1";"اب داون 2 وات اسود بلاستيك ledex";"ك";"50.0000";"31.5000";"1575.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض جرين لايت ضمان عام";"ك";"4.0000";"60.0000";"240.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض المصري ضمان 3 عام";"ك";"2.0000";"140.0000";"280.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 30 وات ابيض المصري ضمان 3عام";"ك";"4.0000";"110.0000";"440.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";"6224010365490";"المخزن ";"محل 1";"لمبه ليد 20 وات ابيض المصري ضمان 3 عام";"ك";"3.0000";"69.0000";"207.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";"6224010365476";"المخزن ";"محل 1";"لمبه ليد 10 وات ابيض المصري ضمان 3 عام";"ك";"15.0000";"31.2500";"468.7500000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض ترند ضمان 2عام";"ك";"6.0000";"65.0000";"390.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 30 وات ابيض فوكسي ضمان 2 عام";"ك";"1.0000";"100.1000";"100.1000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"4.0000";"69.0000";"276.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 15 وات ابيض ترند ضمان 2 عام";"ك";"5.0000";"29.9000";"149.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 9 وات ابيض جرين لايت ضمان عام";"ك";"15.0000";"18.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";"6224010365483";"المخزن ";"محل 1";"لمبه ليد 13 وات ابيض المصري ضمان 3 عام";"ك";"5.0000";"38.5000";"192.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 12 وات ابيض فوكسي ضمان 2 عام";"ك";"10.0000";"32.5000";"325.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"اب داون 4 وات اسود بلاستيك تريند";"ك";"15.0000";"31.5000";"472.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 30 وات ابيض ترند ضمان 2عام";"ك";"7.0000";"53.0000";"371.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه ليد 15 وات ابيض فوكسي ضمان 2عام";"ك";"4.0000";"45.0100";"180.0400000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"دايره ريموت 3 خط بلاستيك Gunsa";"ك";"20.0000";"95.0000";"1900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"دايره ريموت 1 خط بلاستيك هوم لايت";"ك";"20.0000";"90.0000";"1800.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"شمع حراري";"شمعه";"100.0000";"3.6000";"360.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"لمبه 120 سم نيون جرين لايت";"ك";"25.0000";"39.0000";"975.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"30.0000";"88.0000";"2640.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"40.0000";"40.0000";"1600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ورم R.S";"ك";"30.0000";"45.0000";"1350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"256";"21/04/2026 12:00:00 ص";"21/04/2026 01:37:04 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"2.0000";"135.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"256";"21/04/2026 12:00:00 ص";"21/04/2026 01:37:04 م";;"المخزن ";"محل 1";"اب داون 2235/15 اسود*اسود (فرعوني ) بلاستيك (RS)";"ك";"10.0000";"95.0000";"950.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"256";"21/04/2026 12:00:00 ص";"21/04/2026 01:37:04 م";;"المخزن ";"محل 2";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"30.0000";"23.5000";"705.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"256";"21/04/2026 12:00:00 ص";"21/04/2026 01:37:04 م";;"المخزن ";"محل 2";"غطاء بواط 10*15 ابو العز";"قطعه";"150.0000";"3.2500";"487.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"257";"21/04/2026 12:00:00 ص";"21/04/2026 03:06:29 م";;"المخزن ";"محل 1";"محول لاب 12 فولت 2 امبير استيراد";"ك";"43.0000";"53.8400";"2315.1200000000000"
"True";"";" ";"ابراهيم الضويني ";"257";"21/04/2026 12:00:00 ص";"21/04/2026 03:06:29 م";;"المخزن ";"محل 1";"ابليك 31 دهبي هوم لايت";"ك";"1.0000";"532.0000";"532.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"257";"21/04/2026 12:00:00 ص";"21/04/2026 03:06:29 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 ملي فئة ثانيه";"لفه";"1.0000";"240.0000";"240.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"258";"21/04/2026 12:00:00 ص";"21/04/2026 04:51:20 م";;"المخزن ";"محل 1";"محول لاب 12 فولت 2 امبير استيراد";"ك";"26.0000";"53.8400";"1399.8400000000000"
"True";"";" ";"ابراهيم الضويني ";"260";"21/04/2026 12:00:00 ص";"21/04/2026 05:08:22 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"2.0000";"135.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"261";"21/04/2026 12:00:00 ص";"21/04/2026 05:51:31 م";;"المخزن ";"محل 1";"علبه خارج الحائط فورلايت";"ك";"20.0000";"6.0000";"120.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"262";"21/04/2026 12:00:00 ص";"21/04/2026 07:07:41 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"1.0000";"100.0000";"100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"262";"21/04/2026 12:00:00 ص";"21/04/2026 07:07:41 م";;"المخزن ";"محل 1";"ابليك (حرف L ) (A-37) اسود";"ك";"2.0000";"245.0000";"490.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"262";"21/04/2026 12:00:00 ص";"21/04/2026 07:07:41 م";;"المخزن ";"محل 1";"محول لاب 12 فولت 2 امبير استيراد";"ك";"70.0000";"53.8400";"3768.8000000000000"
"True";"";" ";"ابراهيم الضويني ";"263";"21/04/2026 12:00:00 ص";"21/04/2026 07:14:46 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 ملي فئة ثانيه";"لفه";"2.0000";"240.0000";"480.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"264";"21/04/2026 12:00:00 ص";"21/04/2026 08:45:32 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"4.0000";"285.0000";"1140.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"264";"21/04/2026 12:00:00 ص";"21/04/2026 08:45:32 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"4.0000";"135.0000";"540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"255";"21/04/2026 12:00:00 ص";"21/04/2026 12:31:46 م";;"المخزن ";"محل 1";"شريط لحام 10 يارده (ص) انرجي";"ك";"50.0000";"8.5000";"425.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"265";"21/04/2026 12:00:00 ص";"21/04/2026 11:09:32 م";;"المخزن ";"محل 1";"بروفايل 1.3 سم داخل هوم لايت";"ك";"30.0000";"100.0000";"3000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"265";"21/04/2026 12:00:00 ص";"21/04/2026 11:09:32 م";;"المخزن ";"محل 1";"ابليك 35 R.S";"ك";"1.0000";"360.0000";"360.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"265";"21/04/2026 12:00:00 ص";"21/04/2026 11:09:32 م";"kle-22";"المخزن ";"محل 1";"اب داون 2 وات اسود معدن المدهش";"ك";"20.0000";"58.0000";"1160.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"266";"22/04/2026 12:00:00 ص";"22/04/2026 11:42:04 ص";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل خفيف";"ك";"50.0000";"36.0000";"1800.0000000000000"
"True";"";" ";"يوسف محمود";"267";"22/04/2026 12:00:00 ص";"22/04/2026 06:43:24 م";;"المخزن ";"محل 1";"علبه ماجيك مجوز ابو العز";"قطعه";"1.0000";"0.1125";"0.1125000000000"
"True";"";" ";"يوسف محمود";"267";"22/04/2026 12:00:00 ص";"22/04/2026 06:43:24 م";;"المخزن ";"محل 1";"كشاف 36 وات خارج ابيض سمارت";"ك";"10.0000";"115.0000";"1150.0000000000000"
"True";"";" ";"يوسف محمود";"267";"22/04/2026 12:00:00 ص";"22/04/2026 06:43:24 م";;"المخزن ";"محل 1";"كشاف 36 وات داخل ابيض سمارت";"ك";"10.0000";"100.0000";"1000.0000000000000"
"True";"";" ";"يوسف محمود";"267";"22/04/2026 12:00:00 ص";"22/04/2026 06:43:24 م";;"المخزن ";"محل 1";"ابليك حربه نيون اسود";"ك";"4.0000";"285.0000";"1140.0000000000000"
"True";"";" ";"يوسف محمود";"267";"22/04/2026 12:00:00 ص";"22/04/2026 06:43:24 م";;"المخزن ";"محل 1";"ابليك مسطره اسود";"ك";"3.0000";"135.0000";"405.0000000000000"
"True";"";" ";"يوسف محمود";"267";"22/04/2026 12:00:00 ص";"22/04/2026 06:43:24 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"200.0000";"2.2500";"450.0000000000000"
