جرد بضاعة 

"التحديد";"م";"المخزن";"الكود التلقائى";"كود الصنف";"الصنف";"الوحدة";"العبوة 2";"رصيد الوحدة الاولى";"رصيد الوحدة الثانية";"سعر التكلفة";"الاجمالى";"قائمة اسعار 1";"الاجمالى";"قائمة اسعار 2";"الاجمالى";"قائمة اسعار 3";"الاجمالى";"تاريخ تعديل سعر البيع"
"colchkbox";"moslsl";"fstor";"iddet";"fcodeunit";"fname";"funit";"fbkgun2";"fquntityun1";"fquntityun2";"fpr_costun1";"ftotcost";"fpr_r1";"ftotpr_r1";"fpr_r2";"ftotpr_r2";"fpr_r3";"ftotpr_r3";"flastdatesadr"
"True";"";"محل 1";"210054";;"اسبوت 6024 بيج هوم لايت بالدوايه";"ك";"0.0000";"1";"0";"15.0000";"15";"25.0000";"25";"23.0000";"23";"20.0000";"20";"16/12/2025 10:27:54 م"
"True";"";"محل 2";"210054";;"اسبوت 6024 بيج هوم لايت بالدوايه";"ك";"0.0000";"35";"0";"15.0000";"525";"25.0000";"875";"23.0000";"805";"20.0000";"700";"16/12/2025 10:27:54 م"
"True";"";"محل 2";"210053";;"اسبوت 6024 فضي هوم لايت بالدوايه";"ك";"0.0000";"50";"0";"20.0000";"1000";"30.0000";"1500";"25.0000";"1250";"23.0000";"1150";"16/12/2025 10:27:22 م"
"True";"";"محل 1";"221410";;"اسبوت 7 سم خارج ورم *دهبي هوم لايت";"ك";"0.0000";"7";"0";"80.0000";"560";"110.0000";"770";"105.0000";"735";"100.0000";"700";"25/04/2026 03:45:14 م"
"True";"";"محل 2";"210156";;"اسبوت 7 وات IC ابيض MKH";"ك";"0.0000";"5";"0";"12.0000";"60";"20.0000";"100";"18.0000";"90";"15.0000";"75";"18/12/2025 05:39:55 م"
"True";"";"محل 1";"221172";;"اسبوت 7+7 وات 3لون تريند";"ك";"0.0000";"10";"0";"28.5000";"285";"40.0000";"400";"37.5000";"375";"35.0000";"350";"21/02/2026 05:15:12 م"
"True";"";"المخزن ";"221172";;"اسبوت 7+7 وات 3لون تريند";"ك";"0.0000";"40";"0";"28.5000";"1140";"40.0000";"1600";"37.5000";"1500";"35.0000";"1400";"21/02/2026 05:15:12 م"
"True";"";"المخزن ";"220837";;"اسبوت 7+7 وات 3لون تكه";"ك";"0.0000";"33";"0";"31.3700";"1035.21";"42.0000";"1386";"40.0000";"1320";"35.0000";"1155";"04/03/2026 09:53:37 م"
"True";"";"محل 1";"220837";;"اسبوت 7+7 وات 3لون تكه";"ك";"0.0000";"5";"0";"31.3700";"156.85";"42.0000";"210";"40.0000";"200";"35.0000";"175";"04/03/2026 09:53:37 م"
"True";"";"محل 1";"221174";;"اسبوت 7+7 وات ابيض تريند";"ك";"0.0000";"15";"0";"25.0000";"375";"35.0000";"525";"32.5000";"487.5";"30.0000";"450";"21/02/2026 05:15:51 م"
"True";"";"المخزن ";"221174";;"اسبوت 7+7 وات ابيض تريند";"ك";"0.0000";"60";"0";"25.0000";"1500";"35.0000";"2100";"32.5000";"1950";"30.0000";"1800";"21/02/2026 05:15:51 م"
"True";"";"محل 1";"220841";;"اسبوت 7+7 وات باطار دهبي  ورم المصري";"ك";"0.0000";"14";"0";"40.0000";"560";"60.0000";"840";"55.0000";"770";"50.0000";"700";"31/01/2026 08:06:45 م"
"True";"";"محل 1";"220840";;"اسبوت 7+7 وات باطار فضي ورم المصري";"ك";"0.0000";"13";"0";"40.0000";"520";"60.0000";"780";"55.0000";"715";"50.0000";"650";"31/01/2026 08:06:26 م"
"True";"";"محل 2";"210046";;"اسبوت 9018 سلندر مربع ابيض *دهبي هوم لايت بالدوايه";"ك";"0.0000";"28";"0";"50.0000";"1400";"65.0000";"1820";"60.0000";"1680";"57.0000";"1596";"16/12/2025 10:05:16 م"
"True";"";"محل 2";"210167";;"اسبوت اكريلك 4سم ورم هوم لايت";"ك";"0.0000";"15";"0";"65.0000";"975";"90.0000";"1350";"85.0000";"1275";"75.0000";"1125";"18/12/2025 06:24:40 م"
"True";"";"محل 2";"210163";;"اسبوت بانل 10 وات داخل ابيض المصري";"ك";"0.0000";"2";"0";"39.5000";"79";"55.0000";"110";"50.0000";"100";"45.0000";"90";"18/12/2025 06:19:12 م"
"True";"";"محل 1";"210163";;"اسبوت بانل 10 وات داخل ابيض المصري";"ك";"0.0000";"15";"0";"39.5000";"592.5";"55.0000";"825";"50.0000";"750";"45.0000";"675";"18/12/2025 06:19:12 م"
"True";"";"محل 1";"220839";;"اسبوت بانل 10 وات داخل ورم  المصري";"ك";"0.0000";"1";"0";"39.5000";"39.5";"55.0000";"55";"50.0000";"50";"45.0000";"45";"31/01/2026 08:05:36 م"
"True";"";"المخزن ";"210160";;"اسبوت بلاستيك 7+7 3 لون فولت";"ك";"0.0000";"200";"0";"16.0000";"3200";"25.0000";"5000";"22.0000";"4400";"19.0000";"3800";"18/12/2025 06:16:29 م"
"True";"";"محل 1";"210160";;"اسبوت بلاستيك 7+7 3 لون فولت";"ك";"0.0000";"4";"0";"16.0000";"64";"25.0000";"100";"22.0000";"88";"19.0000";"76";"18/12/2025 06:16:29 م"
"True";"";"محل 2";"210160";;"اسبوت بلاستيك 7+7 3 لون فولت";"ك";"0.0000";"34";"0";"16.0000";"544";"25.0000";"850";"22.0000";"748";"19.0000";"646";"18/12/2025 06:16:29 م"
"True";"";"محل 2";"210057";;"اسبوت ثابت نحاسي حجازي بدون دوايه";"ك";"0.0000";"29";"0";"9.0000";"261";"15.0000";"435";"13.0000";"377";"11.0000";"319";"16/12/2025 10:32:57 م"
"True";"";"المخزن ";"221173";;"اسبوت ثنائي مربع اسود * اسود سيلفيا";"ك";"0.0000";"74";"0";"27.5000";"2035";"36.0000";"2664";"34.0000";"2516";"33.0000";"2442";"18/03/2026 01:16:57 ص"
"True";"";"محل 1";"220855";;"اسبوت حربه 5 وات تو برازر";"ك";"0.0000";"10";"0";"210.0000";"2100";"300.0000";"3000";"275.0000";"2750";"250.0000";"2500";"01/02/2026 03:21:26 م"
"True";"";"محل 1";"220856";;"اسبوت حوض 7 وات 3 تكه جرين لايت";"ك";"0.0000";"4";"0";"70.0000";"280";"120.0000";"480";"110.0000";"440";"100.0000";"400";"01/02/2026 08:02:59 م"
"True";"";"محل 1";"220857";;"اسبوت حوض 7 وات ورم توبرازر";"ك";"0.0000";"12";"0";"125.0000";"1500";"170.0000";"2040";"150.0000";"1800";"140.0000";"1680";"01/02/2026 08:08:55 م"
"True";"";"محل 1";"220999";;"اسبوت دبله (اطار ابيض) ابيض هوم لايت";"ك";"0.0000";"9";"0";"30.0000";"270";"37.5000";"337.5";"35.0000";"315";"32.5000";"292.5";"08/02/2026 12:08:31 م"
"True";"";"محل 1";"220998";;"اسبوت دبله (اطار ابيض) ورم هوم لايت";"ك";"0.0000";"7";"0";"30.0000";"210";"37.5000";"262.5";"35.0000";"245";"32.5000";"227.5";"08/02/2026 12:07:50 م"
"True";"";"محل 1";"221335";;"اسبوت دبله (اطار اسود) اضاءه ورم توبرازر";"ك";"0.0000";"15";"0";"20.0000";"300";"35.0000";"525";"35.0000";"525";"35.0000";"525";"29/03/2026 02:27:10 م"
"True";"";"المخزن ";"221335";;"اسبوت دبله (اطار اسود) اضاءه ورم توبرازر";"ك";"0.0000";"12";"0";"20.0000";"240";"35.0000";"420";"35.0000";"420";"35.0000";"420";"29/03/2026 02:27:10 م"
"True";"";"محل 1";"210159";;"اسبوت دبله (اطار دهبي ) ورم توبرازر";"ك";"0.0000";"32";"0";"20.0000";"640";"35.0000";"1120";"30.0000";"960";"27.0000";"864";"18/12/2025 06:15:10 م"
"True";"";"محل 2";"210159";;"اسبوت دبله (اطار دهبي ) ورم توبرازر";"ك";"0.0000";"9";"0";"20.0000";"180";"35.0000";"315";"30.0000";"270";"27.0000";"243";"18/12/2025 06:15:10 م"
"True";"";"المخزن ";"210159";;"اسبوت دبله (اطار دهبي ) ورم توبرازر";"ك";"0.0000";"1";"0";"20.0000";"20";"35.0000";"35";"30.0000";"30";"27.0000";"27";"18/12/2025 06:15:10 م"
"True";"";"محل 1";"210158";;"اسبوت دبله (اطار دهبي *ابيض) ابيض سمارت";"ك";"0.0000";"44";"0";"20.0000";"880";"35.0000";"1540";"30.0000";"1320";"25.0000";"1100";"18/12/2025 06:14:04 م"
"True";"";"محل 1";"220995";;"اسبوت دبله (اطار دهبي *ابيض) ورم سمارت";"ك";"0.0000";"3";"0";"20.0000";"60";"35.0000";"105";"32.5000";"97.5";"30.0000";"90";"08/02/2026 12:03:53 م"
"True";"";"محل 1";"220997";;"اسبوت دبله (اطار دهبي) ابيض هوم لايت";"ك";"0.0000";"2";"0";"30.0000";"60";"37.5000";"75";"35.0000";"70";"32.5000";"65";"08/02/2026 12:06:51 م"
"True";"";"المخزن ";"220996";;"اسبوت دبله (اطار دهبي) ورم افرست";"ك";"0.0000";"120";"0";"29.0000";"3480";"40.0000";"4800";"35.0000";"4200";"33.5000";"4020";"08/02/2026 12:04:51 م"
"True";"";"محل 2";"210157";;"اسبوت دبله (اطار دهبي) ورم هوم لايت";"ك";"0.0000";"1";"0";"29.0000";"29";"35.0000";"35";"33.0000";"33";"31.0000";"31";"18/12/2025 06:13:00 م"
"True";"";"محل 1";"221000";;"اسبوت دبله (اطار فضي) ابيض هوم لايت";"ك";"0.0000";"9";"0";"30.0000";"270";"37.5000";"337.5";"35.0000";"315";"32.5000";"292.5";"08/02/2026 12:08:57 م"
"True";"";"محل 1";"210161";;"اسبوت زجاجي 6+6 3لون فولت";"ك";"0.0000";"3";"0";"18.0000";"54";"27.0000";"81";"25.0000";"75";"22.0000";"66";"18/12/2025 06:17:16 م"
"True";"";"محل 2";"210161";;"اسبوت زجاجي 6+6 3لون فولت";"ك";"0.0000";"2";"0";"18.0000";"36";"27.0000";"54";"25.0000";"50";"22.0000";"44";"18/12/2025 06:17:16 م"
"True";"";"المخزن ";"221280";;"اسبوت فارغ (مربع/مدور) اسود نيو فيرجن";"ك";"0.0000";"420";"0";"11.9500";"5019";"17.0000";"7140";"16.0000";"6720";"15.0000";"6300";"25/03/2026 05:04:06 م"
"True";"";"المخزن ";"221283";;"اسبوت فارغ ابيض لايت رينج مورا";"ك";"0.0000";"50";"0";"32.0000";"1600";"41.0000";"2050";"40.0000";"2000";"39.0000";"1950";"25/03/2026 05:19:06 م"
"True";"";"المخزن ";"221284";;"اسبوت فارغ بانوراما جسم (ابيض/اسود) *(اسود/ابيض/دهبي /فضي) مانع توهج مورا";"ك";"0.0000";"174";"0";"38.0000";"6612";"48.0000";"8352";"47.0000";"8178";"44.0000";"7656";"25/03/2026 05:21:38 م"
"True";"";"محل 1";"221282";;"اسبوت فارغ ثابت ابيض سوفت مورا";"ك";"0.0000";"17";"0";"15.2000";"258.4";"20.0000";"340";"19.0000";"323";"18.0000";"306";"25/03/2026 05:17:39 م"
"True";"";"المخزن ";"221282";;"اسبوت فارغ ثابت ابيض سوفت مورا";"ك";"0.0000";"57";"0";"15.2000";"866.4";"20.0000";"1140";"19.0000";"1083";"18.0000";"1026";"25/03/2026 05:17:39 م"
"True";"";"المخزن ";"221281";;"اسبوت فارغ متحرك ابيض فريم ليس مورا";"ك";"0.0000";"92";"0";"22.5000";"2070";"28.0000";"2576";"26.0000";"2392";"24.0000";"2208";"25/03/2026 05:16:11 م"
"True";"";"محل 1";"221285";;"اسبوت فارغ مدور ثابت ابيض*(ابيض/اسود/فضي/دهبي) المصري";"ك";"0.0000";"5";"0";"36.2500";"181.25";"44.0000";"220";"41.0000";"205";"39.0000";"195";"25/03/2026 05:30:07 م"
"True";"";"المخزن ";"221285";;"اسبوت فارغ مدور ثابت ابيض*(ابيض/اسود/فضي/دهبي) المصري";"ك";"0.0000";"238";"0";"36.2500";"8627.5";"44.0000";"10472";"41.0000";"9758";"39.0000";"9282";"25/03/2026 05:30:07 م"
"True";"";"المخزن ";"221288";;"اسبوت فارغ مدور مانع توهج( رش* رش) باندا";"ك";"0.0000";"85";"0";"18.4100";"1564.85";"28.0000";"2380";"27.0000";"2295";"26.0000";"2210";"25/03/2026 05:42:44 م"
"True";"";"المخزن ";"221287";;"اسبوت فارغ مدور مانع توهج(الوان*الوان) باندا";"ك";"0.0000";"50";"0";"13.1500";"657.5";"20.0000";"1000";"19.0000";"950";"18.0000";"900";"25/03/2026 05:41:29 م"
"True";"";"المخزن ";"221286";;"اسبوت فارغ مدور مانع توهج(الوان*رش) باندا";"ك";"0.0000";"173";"0";"16.9000";"2923.7";"23.0000";"3979";"22.0000";"3806";"21.0000";"3633";"25/03/2026 05:40:24 م"
"True";"";"المخزن ";"221293";;"اسبوت فارغ مدور مدرج(الوان*الوان) باندا";"ك";"0.0000";"100";"0";"13.1500";"1315";"19.0000";"1900";"18.0000";"1800";"17.0000";"1700";"25/03/2026 05:49:26 م"
"True";"";"المخزن ";"221292";;"اسبوت فارغ مدور مدرج(رش*رش) باندا";"ك";"0.0000";"200";"0";"18.4100";"3682";"28.0000";"5600";"27.0000";"5400";"26.0000";"5200";"25/03/2026 05:48:42 م"
"True";"";"المخزن ";"221279";;"اسبوت فارغ مربع ابيض نيو فيرجن";"ك";"0.0000";"600";"0";"12.9800";"7788";"17.0000";"10200";"16.0000";"9600";"15.0000";"9000";"25/03/2026 05:02:12 م"
"True";"";"المخزن ";"221289";;"اسبوت فارغ مربع مانع توهج (الوان *الوان ) باندا";"ك";"0.0000";"150";"0";"14.1500";"2122.5";"21.0000";"3150";"20.0000";"3000";"19.0000";"2850";"25/03/2026 05:43:51 م"
"True";"";"المخزن ";"221290";;"اسبوت فارغ مربع مانع توهج (الوان *رش ) باندا";"ك";"0.0000";"100";"0";"17.8800";"1788";"25.0000";"2500";"24.0000";"2400";"23.0000";"2300";"25/03/2026 05:45:07 م"
"True";"";"المخزن ";"221291";;"اسبوت فارغ مربع مانع توهج (رش*رش ) باندا";"ك";"0.0000";"150";"0";"19.3900";"2908.5";"31.0000";"4650";"29.0000";"4350";"27.0000";"4050";"25/03/2026 05:47:17 م"
"True";"";"المخزن ";"221097";;"اسبوت مانع توهج مدور ابيض سيلفيا";"ك";"0.0000";"196";"0";"12.5000";"2450";"20.0000";"3920";"175.5000";"34398";"15.0000";"2940";"05/03/2026 01:06:28 ص"
"True";"";"محل 2";"210047";;"اسبوت متحرك ابيض * ابيض هوم لايت بدون دوايه";"ك";"0.0000";"50";"0";"12.0000";"600";"16.0000";"800";"15.0000";"750";"14.0000";"700";"16/12/2025 10:25:12 م"
"True";"";"محل 2";"210050";;"اسبوت متحرك ارو غامق هوم لايت بدون دوايه";"ك";"0.0000";"75";"0";"12.0000";"900";"16.0000";"1200";"15.0000";"1125";"14.0000";"1050";"16/12/2025 10:26:19 م"
"True";"";"محل 2";"210048";;"اسبوت متحرك بيج* بيج هوم لايت بدون دوايه";"ك";"0.0000";"91";"0";"12.0000";"1092";"16.0000";"1456";"15.0000";"1365";"14.0000";"1274";"16/12/2025 10:25:38 م"
"True";"";"محل 2";"210049";;"اسبوت متحرك خشبي غامق هوم لايت بدون دوايه";"ك";"0.0000";"76";"0";"12.0000";"912";"16.0000";"1216";"15.0000";"1140";"14.0000";"1064";"16/12/2025 10:25:59 م"
"True";"";"محل 2";"210051";;"اسبوت متحرك فضي*فضي هوم لايت بدون دوايه";"ك";"0.0000";"107";"0";"20.0000";"2140";"30.0000";"3210";"25.0000";"2675";"24.0000";"2568";"16/12/2025 10:29:49 م"
"True";"";"محل 1";"221134";;"اسبوت مدور ابيض سيلفيا";"ك";"0.0000";"15";"0";"12.5000";"187.5";"17.5000";"262.5";"16.5000";"247.5";"15.0000";"225";"11/02/2026 03:08:44 م"
"True";"";"المخزن ";"221134";;"اسبوت مدور ابيض سيلفيا";"ك";"0.0000";"176";"0";"12.5000";"2200";"17.5000";"3080";"16.5000";"2904";"15.0000";"2640";"11/02/2026 03:08:44 م"
"True";"";"المخزن ";"220750";;"اسبوت مدور اسود سيلفيا";"ك";"0.0000";"200";"0";"12.5000";"2500";"18.0000";"3600";"17.0000";"3400";"16.0000";"3200";"27/01/2026 10:06:23 م"
"True";"";"المخزن ";"220749";;"اسبوت مربع ابيض سيلفيا";"ك";"0.0000";"100";"0";"13.0000";"1300";"18.0000";"1800";"17.0000";"1700";"16.0000";"1600";"27/01/2026 10:06:04 م"
"True";"";"المخزن ";"221271";;"اسبوت مربع اسود سيلفيا";"ك";"0.0000";"100";"0";"13.5000";"1350";"20.0000";"2000";"18.0000";"1800";"17.0000";"1700";"18/03/2026 01:38:05 ص"
"True";"";"محل 1";"210483";;"اسبوت نصف كروي ورم";"ك";"0.0000";"24";"0";"32.5000";"780";"45.0000";"1080";"40.0000";"960";"37.5000";"900";"24/12/2025 11:55:16 ص"
"True";"";"محل 2";"210483";;"اسبوت نصف كروي ورم";"ك";"0.0000";"15";"0";"32.5000";"487.5";"45.0000";"675";"40.0000";"600";"37.5000";"562.5";"24/12/2025 11:55:16 ص"
"True";"";"محل 1";"210219";;"استارتر لمبه نيون صيني";"ك";"0.0000";"46";"0";"5.5000";"253";"7.0000";"322";"6.5000";"299";"6.0000";"276";"28/01/2026 03:54:35 م"
"True";"";"محل 1";"220977";;"اسطوانه صاروخ بسكوت";"ك";"0.0000";"1";"0";"15.0000";"15";"25.0000";"25";"0.0000";"0";"0.0000";"0";"08/02/2026 09:28:39 ص"
"True";"";"محل 2";"210170";;"افيز (حزام ) بلاستيك 20 سم";"كيس";"0.0000";"12.65";"0";"20.0000";"253";"35.0000";"442.75";"32.5000";"411.125";"30.0000";"379.5";"23/12/2025 08:22:08 م"
"True";"";"محل 1";"210170";;"افيز (حزام ) بلاستيك 20 سم";"كيس";"0.0000";"1.7";"0";"20.0000";"34";"35.0000";"59.5";"32.5000";"55.25";"30.0000";"51";"23/12/2025 08:22:08 م"
"True";"";"محل 2";"210432";;"افيز (حزام ) بلاستيك 30سم";"ك";"0.0000";"0.64";"0";"35.0000";"22.4";"50.0000";"32";"45.0000";"28.8";"40.0000";"25.6";"23/12/2025 08:22:45 م"
"True";"";"محل 2";"210433";;"افيز (حزام ) بلاستيك 37.5سم";"ك";"0.0000";"0.7";"0";"45.0000";"31.5";"60.0000";"42";"55.0000";"38.5";"50.0000";"35";"23/12/2025 08:23:30 م"
"True";"";"المخزن ";"220945";;"افيز بلاستيك 25 مم بيت الهندسه";"ك";"0.0000";"6";"0";"3.2500";"19.5";"9.2500";"55.5";"8.2500";"49.5";"7.2500";"43.5";"05/02/2026 02:14:43 م"
"True";"";"محل 1";"220959";;"انتركم (تكتافون) 2خط انيرجي";"ك";"0.0000";"1";"0";"2150.0000";"2150";"3000.0000";"3000";"2800.0000";"2800";"2650.0000";"2650";"07/02/2026 02:47:57 م"
"True";"";"محل 1";"220960";;"انتركم (تكتافون) 4 خط انيرجي";"ك";"0.0000";"1";"0";"3150.0000";"3150";"3950.0000";"3950";"3750.0000";"3750";"3550.0000";"3550";"07/02/2026 06:10:27 م"
"True";"";"محل 1";"220776";;"ايرث ليكدج 2 فاز انيرجي";"ك";"0.0000";"4";"0";"494.5000";"1978";"650.0000";"2600";"620.0000";"2480";"580.0000";"2320";"28/01/2026 10:35:12 م"
"True";"";"محل 1";"221384";;"ايرث ليكدج 2فاز 63 امبير اوشين";"ك";"0.0000";"2";"0";"945.0000";"1890";"1300.0000";"2600";"1250.0000";"2500";"1200.0000";"2400";"11/04/2026 03:07:41 م"
"True";"";"محل 2";"210549";;"باره نحاس 2 فاز 32 امبير";"ك";"0.0000";"4";"0";"40.0000";"160";"65.0000";"260";"57.0000";"228";"50.0000";"200";"28/12/2025 12:57:59 م"
"True";"";"المخزن ";"221226";;"باور سبلاي 12 فولت 100 وات 8.3 امبير ALMASA";"ك";"0.0000";"20";"0";"120.0000";"2400";"150.0000";"3000";"140.0000";"2800";"135.0000";"2700";"04/03/2026 11:28:43 م"
"True";"";"محل 1";"221226";;"باور سبلاي 12 فولت 100 وات 8.3 امبير ALMASA";"ك";"0.0000";"3";"0";"120.0000";"360";"150.0000";"450";"140.0000";"420";"135.0000";"405";"04/03/2026 11:28:43 م"
"True";"";"محل 2";"210450";;"باور سبلاي 12 فولت 100 وات 8.3 امبير mixmax";"ك";"0.0000";"1";"0";"130.0000";"130";"200.0000";"200";"180.0000";"180";"170.0000";"170";"23/12/2025 08:54:56 م"
"True";"";"المخزن ";"210448";;"باور سبلاي 12 فولت 100 وات 8.3 امبير المدهش ضمان 2 عام";"ك";"0.0000";"15";"0";"155.0000";"2325";"200.0000";"3000";"195.0000";"2925";"190.0000";"2850";"09/04/2026 11:13:29 م"
"True";"";"محل 2";"210448";;"باور سبلاي 12 فولت 100 وات 8.3 امبير المدهش ضمان 2 عام";"ك";"0.0000";"5";"0";"155.0000";"775";"200.0000";"1000";"195.0000";"975";"190.0000";"950";"09/04/2026 11:13:29 م"
"True";"";"محل 2";"210449";;"باور سبلاي 12 فولت 100 وات 8.3 امبير المصري ضمان 3 عام";"ك";"0.0000";"1";"0";"167.5000";"167.5";"225.0000";"225";"205.0000";"205";"190.0000";"190";"23/12/2025 08:53:15 م"
"True";"";"المخزن ";"221463";;"باور سبلاي 12 فولت 125 وات 10.5 امبير هوم لايت نيو";"ك";"0.0000";"20";"0";"185.0000";"3700";"215.0000";"4300";"0.0000";"0";"0.0000";"0";"18/05/2026 04:06:53 م"
"True";"";"المخزن ";"221227";;"باور سبلاي 12 فولت 150 وات 12.5 امبير ALMASA";"ك";"0.0000";"25";"0";"150.0000";"3750";"200.0000";"5000";"180.0000";"4500";"165.0000";"4125";"04/03/2026 11:32:33 م"
"True";"";"محل 1";"221227";;"باور سبلاي 12 فولت 150 وات 12.5 امبير ALMASA";"ك";"0.0000";"5";"0";"150.0000";"750";"200.0000";"1000";"180.0000";"900";"165.0000";"825";"04/03/2026 11:32:33 م"
"True";"";"محل 1";"220686";;"باور سبلاي 12 فولت 150 وات 12.5 امبير R.S";"ك";"0.0000";"2";"0";"165.0000";"330";"200.0000";"400";"190.0000";"380";"180.0000";"360";"24/01/2026 10:54:39 م"
"True";"";"محل 1";"210438";;"باور سبلاي 12 فولت 150 وات 12.5 امبير المدهش ضمان 2عام";"ك";"0.0000";"4";"0";"190.0000";"760";"235.0000";"940";"220.0000";"880";"210.0000";"840";"09/04/2026 11:13:51 م"
"True";"";"محل 2";"210440";;"باور سبلاي 12 فولت 150 وات 12.5 امبير المصري  ضمان 3 عام";"ك";"0.0000";"1";"0";"204.5000";"204.5";"295.0000";"295";"275.0000";"275";"250.0000";"250";"23/12/2025 08:36:27 م"
"True";"";"محل 2";"210439";;"باور سبلاي 12 فولت 150 وات 12.5 امبير جرين لايت";"ك";"0.0000";"5";"0";"152.0000";"760";"210.0000";"1050";"185.0000";"925";"175.0000";"875";"23/12/2025 08:34:09 م"
"True";"";"محل 2";"210441";;"باور سبلاي 12 فولت 150 وات 12.5 امبير هوم لايت";"ك";"0.0000";"1";"0";"200.0000";"200";"250.0000";"250";"240.0000";"240";"230.0000";"230";"23/12/2025 08:40:33 م"
"True";"";"محل 2";"210436";;"باور سبلاي 12 فولت 200 وات 16.6 امبير mixmax";"ك";"0.0000";"19";"0";"180.0000";"3420";"250.0000";"4750";"230.0000";"4370";"215.0000";"4085";"23/12/2025 08:29:01 م"
"True";"";"محل 2";"210437";;"باور سبلاي 12 فولت 200 وات 16.6 امبير المدهش ضمان 2 عام";"ك";"0.0000";"10";"0";"180.0000";"1800";"270.0000";"2700";"250.0000";"2500";"220.0000";"2200";"23/12/2025 08:31:10 م"
"True";"";"محل 1";"210437";;"باور سبلاي 12 فولت 200 وات 16.6 امبير المدهش ضمان 2 عام";"ك";"0.0000";"23";"0";"180.0000";"4140";"270.0000";"6210";"250.0000";"5750";"220.0000";"5060";"23/12/2025 08:31:10 م"
"True";"";"محل 1";"220684";;"باور سبلاي 12 فولت 200 وات 16.6 امبير المصري ضمان 3 عام";"ك";"0.0000";"3";"0";"180.0000";"540";"320.0000";"960";"275.0000";"825";"250.0000";"750";"24/01/2026 10:47:40 م"
"True";"";"محل 2";"220627";;"باور سبلاي 12 فولت 200 وات 16.6 امبير جرين لايت";"ك";"0.0000";"1";"0";"250.0000";"250";"0.0000";"0";"0.0000";"0";"0.0000";"0";"06/01/2026 08:58:22 م"
"True";"";"المخزن ";"221229";;"باور سبلاي 12 فولت 200 وات 16.7 امبير ALMASA";"ك";"0.0000";"20";"0";"180.0000";"3600";"260.0000";"5200";"240.0000";"4800";"220.0000";"4400";"04/03/2026 11:36:09 م"
"True";"";"محل 1";"221229";;"باور سبلاي 12 فولت 200 وات 16.7 امبير ALMASA";"ك";"0.0000";"3";"0";"180.0000";"540";"260.0000";"780";"240.0000";"720";"220.0000";"660";"04/03/2026 11:36:09 م"
"True";"";"محل 1";"220685";;"باور سبلاي 12 فولت 250 وات 20 امبير هوم لايت بلس ضمان 2 عام";"ك";"0.0000";"3";"0";"250.0000";"750";"325.0000";"975";"300.0000";"900";"275.0000";"825";"24/01/2026 10:51:31 م"
"True";"";"محل 2";"210447";;"باور سبلاي 12 فولت 250 وات 20 امبير هوم لايت ضمان 2 عام";"ك";"0.0000";"3";"0";"280.0000";"840";"350.0000";"1050";"330.0000";"990";"305.0000";"915";"23/12/2025 08:50:25 م"
"True";"";"المخزن ";"221230";;"باور سبلاي 12 فولت 300 وات 25 امبير ALMASA";"ك";"0.0000";"20";"0";"200.0000";"4000";"300.0000";"6000";"280.0000";"5600";"250.0000";"5000";"04/03/2026 11:37:14 م"
"True";"";"محل 1";"221230";;"باور سبلاي 12 فولت 300 وات 25 امبير ALMASA";"ك";"0.0000";"10";"0";"200.0000";"2000";"300.0000";"3000";"280.0000";"2800";"250.0000";"2500";"04/03/2026 11:37:14 م"
"True";"";"محل 1";"220681";;"باور سبلاي 12 فولت 300 وات 25 امبير المدهش ضمان 2 عام";"ك";"0.0000";"1";"0";"225.0000";"225";"325.0000";"325";"300.0000";"300";"280.0000";"280";"24/01/2026 10:43:18 م"
"True";"";"محل 1";"220682";;"باور سبلاي 12 فولت 300 وات 25 امبير جرين لايت ضمان عام";"ك";"0.0000";"4";"0";"200.0000";"800";"270.0000";"1080";"250.0000";"1000";"240.0000";"960";"24/01/2026 10:44:44 م"
"True";"";"محل 2";"210446";;"باور سبلاي 12 فولت 300 وات 25 امبير هوم لايت ضمان 2 عام";"ك";"0.0000";"3";"0";"325.0000";"975";"400.0000";"1200";"375.0000";"1125";"350.0000";"1050";"23/12/2025 08:48:42 م"
"True";"";"محل 2";"210445";;"باور سبلاي 12 فولت 300وات 25 امبير mixmax";"ك";"0.0000";"1";"0";"200.0000";"200";"270.0000";"270";"250.0000";"250";"230.0000";"230";"23/12/2025 08:46:33 م"
"True";"";"محل 1";"210445";;"باور سبلاي 12 فولت 300وات 25 امبير mixmax";"ك";"0.0000";"1";"0";"200.0000";"200";"270.0000";"270";"250.0000";"250";"230.0000";"230";"23/12/2025 08:46:33 م"
"True";"";"محل 1";"220683";;"باور سبلاي 12 فولت 300وات 25 امبير المصري ضمان 3 عام";"ك";"0.0000";"8";"0";"297.7500";"2382";"375.0000";"3000";"365.0000";"2920";"350.0000";"2800";"03/03/2026 01:43:44 ص"
"True";"";"محل 1";"221210";;"باور سبلاي 12 فولت 400 وات 25 امبير المصري ضمان 3 عام";"ك";"0.0000";"1";"0";"337.5000";"337.5";"410.0000";"410";"390.0000";"390";"380.0000";"380";"03/03/2026 01:43:11 ص"
"True";"";"المخزن ";"221231";;"باور سبلاي 12 فولت 400 وات 33.3 امبير ALMASA";"ك";"0.0000";"20";"0";"245.0000";"4900";"360.0000";"7200";"330.0000";"6600";"300.0000";"6000";"04/03/2026 11:38:25 م"
